feed,url,title,summary,published_at,fetched_at
yahoo-nba,https://sports.yahoo.com/articles/suns-officially-christmas-conversation-again-000000793.html,The Suns are officially out of the Christmas conversation again,Suns fans will be without holiday hoops for the second straight year after having them for four straight seasons.,2026-08-12T00:00:00+00:00,2026-08-12T05:02:27.358205+00:00
__poll__,poll://2026-08-12/2026-08-12T05:02:27.358205+00:00,"poll ran: 1/3 feeds reachable, 40 item(s) appended",,2026-08-12,2026-08-12T05:02:27.358205+00:00
yahoo-nba,https://sports.yahoo.com/nba/article/how-were-we-all-wrong-about-chicago-bulls-rookie-caleb-wilson-154942361.html,How were we all wrong about Chicago Bulls rookie Caleb Wilson?,The book on Wilson was that he couldn&#39;t shoot. About that ...,2026-08-12T15:49:42+00:00,2026-08-12T16:08:53.298030+00:00
yahoo-nba,https://sports.yahoo.com/articles/ex-disney-head-bob-iger-145932638.html,Ex-Disney head Bob Iger partners with Josh Kushner to buy Los Angeles Lakers for a staggering $12.5 billion,Josh Kushner is the younger brother of former Trump adviser Jared Kushner,2026-08-12T15:43:49+00:00,2026-08-12T16:08:53.298030+00:00
yahoo-nba,https://sports.yahoo.com/articles/bob-iger-joshua-kushner-buy-150203005.html,"Bob Iger, Joshua Kushner to buy Lakers from Mark Walter&#39;s ownership group for $12.5 billion","Joshua Kushner and Bob Iger were were eyeing an NBA expansion team bid in Las Vegas but pivoted to buying the Lakers from Mark Walter, who bought a controlling interest in the team last year.",2026-08-12T15:02:03+00:00,2026-08-12T16:08:53.298030+00:00
yahoo-nba,https://sports.yahoo.com/articles/mark-walter-selling-lakers-record-145451474.html,"Mark Walter selling Lakers for record $12.5 billion to Josh Kushner, Bob Iger",Walter agreed to purchase the Lakers just 14 months ago from the Buss family for a then-record $10 billion.,2026-08-12T14:54:51+00:00,2026-08-12T16:08:53.298030+00:00
yahoo-nba,https://sports.yahoo.com/articles/lakers-being-sold-12b-north-144044928.html,How much were the Lakers sold for? NBA franchise fetches record $12.5 billion,The Lakers are being sold for a record $12 billion less than two years after Dodgers co-owner Mark Walter bought the team from the Buss Family.,2026-08-12T14:40:44+00:00,2026-08-12T16:08:53.298030+00:00
yahoo-nba,https://sports.yahoo.com/nba/breaking-news/article/lakers-sold-to-josh-kushner-and-bob-iger-for-record-breaking-125-billion-141110560.html,Lakers sold to Josh Kushner and Bob Iger for record-breaking $12.5 billion,The Lakers will reportedly once again change hands.,2026-08-12T14:11:10+00:00,2026-08-12T16:08:53.298030+00:00
yahoo-nba,https://sports.yahoo.com/articles/steph-curry-finish-career-warriors-135658461.html,Will Steph Curry finish career with Warriors? GM sends clear message,Golden State Warriors general manager Mike Dunleavy gets real honest about Stephen Curry&#39;s future with the team.,2026-08-12T13:56:58+00:00,2026-08-12T16:08:53.298030+00:00
yahoo-nba,https://sports.yahoo.com/articles/2025-26-spurs-player-reviews-133816189.html,2025-26 Spurs Player Reviews: Stephon Castle,"Castle got the responsibility to run the offense and was up to the task, emerging as a rising star in his second year.",2026-08-12T13:38:16+00:00,2026-08-12T16:08:53.298030+00:00
