feed,url,title,summary,published_at,fetched_at
yahoo-nba,https://sports.yahoo.com/articles/northwest-division-watch-nuggets-lose-033945638.html,"Northwest division watch: Nuggets lose Watson, get DeRozan","Jokic still makes the Nuggets terrifying. Denver effectively swapped a young, switchable defender for DeMar DeRozan.",2026-08-30T03:39:45+00:00,2026-08-30T09:13:38.584194+00:00
yahoo-nba,https://sports.yahoo.com/articles/westchester-dates-knicks-fans-circle-015439351.html,Westchester dates Knicks fans should circle,"Bummed out by the ticket prices at Madison Square Garden? Head over to the Westchester County Center in White Plains, where the jerseys look familiar and the seats are much more budget-friendly! The Westchester Knicks released their complete 2026–27 schedule Friday. They open with two road games against the Maine Celtics on November 6 and […]",2026-08-30T01:54:39+00:00,2026-08-30T09:13:38.584194+00:00
__poll__,poll://2026-08-30/2026-08-30T09:13:38.584194+00:00,"poll ran: 1/3 feeds reachable, 8 item(s) appended",,2026-08-30,2026-08-30T09:13:38.584194+00:00
yahoo-nba,https://sports.yahoo.com/articles/where-things-stand-jalen-duren-174556162.html,"Where do things stand with Jalen Duren, Pistons? Don&#39;t expect a sign-and-trade.",The sides continue to talk and likely will reach a deal close to the start of training camp.,2026-08-30T17:45:56+00:00,2026-08-30T18:38:14.883503+00:00
yahoo-nba,https://sports.yahoo.com/articles/former-warriors-lakers-big-man-151819199.html,"Former Warriors, Lakers big man signs one-year deal with Real Madrid",Former Golden State Warriors first-round pick Damian Jones will be playing with Real Madrid next season.,2026-08-30T15:18:19+00:00,2026-08-30T18:38:14.883503+00:00
yahoo-nba,https://sports.yahoo.com/articles/sb-nation-reacts-results-russell-141527294.html,SB Nation Reacts results: Russell Westbrook deal not worst in Rockets history,"Bad, but not the worst according to readers.",2026-08-30T14:15:27+00:00,2026-08-30T18:38:14.883503+00:00
yahoo-nba,https://sports.yahoo.com/articles/3-reasons-suns-could-disappoint-120000725.html,3 reasons the Suns could disappoint this season,"The Phoenix Suns have more talent, but are they actually better now?",2026-08-30T12:00:00+00:00,2026-08-30T18:38:14.883503+00:00
yahoo-nba,https://sports.yahoo.com/articles/dallas-mavericks-star-kyrie-irving-110600666.html,Dallas Mavericks star Kyrie Irving dazzles in latest open-run footage,Kyrie Irving’s recent open-run highlights should encourage Dallas Mavericks fans ahead of the 2026-27 NBA season.,2026-08-30T11:06:00+00:00,2026-08-30T18:38:14.883503+00:00
yahoo-nba,https://sports.yahoo.com/articles/open-thread-brightest-light-shine-110000598.html,Open Thread: The brightest light to shine during the Spurs darkest times,How one player can make an impact when the team struggles to find its footing,2026-08-30T11:00:00+00:00,2026-08-30T18:38:14.883503+00:00
__poll__,poll://2026-08-30/2026-08-30T18:38:14.883503+00:00,"poll ran: 1/3 feeds reachable, 6 item(s) appended",,2026-08-30,2026-08-30T18:38:14.883503+00:00
